taxon_name,place_name,user_login,identifiers,name,name (1),id,created_at,updated_at,observed_on,observed_on_time,iconic_taxon,taxon_id,taxon_rank,latitude,longitude,obscured,quality_grade,user_id,license_obs,identifications_count,num_identification_agreements,num_identification_disagreements,kingdom,phylum,class,order,family,genus
Smittina cervicornis,"Negre del Falaguer, Costa del Montgrí, L'Estartit, Girona",mpontes,"mpontes, xasalva",Spain,Gerona,322716,2024-08-08 00:00:00,2024-08-08 00:00:00,2024-08-03 00:00:00,2024-11-22 07:47:00,bryozoa,254151,species,42.0662,3.21091,False,research,732,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina
Myriapora truncata,"Negre del Falaguer, Costa del Montgrí, L'Estartit, Girona",mpontes,"mpontes, xasalva",Spain,Gerona,322711,2024-08-08 00:00:00,2024-08-08 00:00:00,2024-08-03 00:00:00,2024-11-22 07:44:00,bryozoa,34982,species,42.0662,3.21091,False,research,732,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,"Negre del Falaguer, Costa del Montgrí, L'Estartit, Girona",mpontes,"mpontes, xasalva",Spain,Gerona,322671,2024-08-08 00:00:00,2024-08-08 00:00:00,2024-08-03 00:00:00,2024-11-22 07:29:00,bryozoa,34982,species,42.0662,3.21091,False,research,732,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Amathia verticillata,"Playa de San Sebastián, Barcelona, España",nuriasireni,"nuriasireni, xasalva",Spain,Barcelona,322623,2024-08-08 00:00:00,2024-08-08 00:00:00,2024-08-08 00:00:00,2024-11-22 07:30:00,bryozoa,244238,species,41.3697,2.19074,False,research,83,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Amathia verticillata,"Playa de San Sebastián, Barcelona, España",nuriasireni,"nuriasireni, xasalva",Spain,Barcelona,322550,2024-08-08 00:00:00,2024-08-08 00:00:00,2024-08-08 00:00:00,2024-11-22 07:30:00,bryozoa,244238,species,41.3697,2.19074,False,research,83,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Caberea boryi,"Tarragona, España",bertinhaco,"bertinhaco, ealcaniz, xasalva, bertinhaco, loreto_rodriguez",Spain,Tarragona,322113,2024-08-08 00:00:00,2024-08-09 00:00:00,2024-08-07 00:00:00,2024-11-22 13:20:00,bryozoa,247874,species,41.0882,1.23171,False,research,51,cc-by-nc,3,2,1,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Caberea
Myriapora truncata,"Ses Negres_Centre,Girona,Espanya",david_marco,"bertinhaco, xasalva, david_marco",Spain,Gerona,322020,2024-08-07 00:00:00,2024-08-08 00:00:00,2024-08-07 00:00:00,2024-11-22 16:43:00,bryozoa,34982,species,41.9722,3.22829,False,research,806,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Schizoporella errata,"Torredembarra, Tarragona, España",evararo,"xasalva, jaume-piera, evararo",Spain,Tarragona,321972,2024-08-07 00:00:00,2024-08-08 00:00:00,2024-07-18 00:00:00,2024-11-22 16:26:00,bryozoa,248503,species,41.1441,1.40095,False,research,543,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Bugulina,"Torredembarra, Tarragona, España",evararo,"xasalva, jaume-piera, evararo",Spain,Tarragona,321966,2024-08-07 00:00:00,2024-08-28 00:00:00,2024-07-18 00:00:00,2024-11-22 16:28:00,bryozoa,93686,genus,41.1441,1.40095,False,research,543,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,
Pentapora fascialis,"Torredembarra, Tarragona, España",evararo,"xasalva, evararo",Spain,Tarragona,321922,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-07-07 00:00:00,2024-11-22 10:14:00,bryozoa,252951,species,41.1441,1.40095,False,research,543,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Schizoporella errata,"Dic de Llevant, Parc Subaquatic., 43004 Tarragona, Spain",ealcaniz,"ealcaniz, xasalva, ealcaniz",Spain,Tarragona,321914,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-11-22 13:01:00,bryozoa,248503,species,41.0886,1.23076,False,research,219,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,"Dic de Llevant, Parc Subaquatic., 43004 Tarragona, Spain",ealcaniz,"ealcaniz, xasalva, ealcaniz",Spain,Tarragona,321911,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-11-22 13:01:00,bryozoa,248503,species,41.0886,1.23076,False,research,219,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,"Palamós, Girona, España",jastals,"jastals, xasalva, jaume-piera",Spain,Gerona,321757,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-04 00:00:00,2024-11-22 09:33:00,bryozoa,248503,species,41.8462,3.11608,False,research,502,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Amathia verticillata,"Banys del Fòrum, Barcelona",mpontes,"mpontes, xasalva",Spain,Barcelona,321587,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-07-19 00:00:00,2024-11-22 17:49:00,bryozoa,244238,species,41.4092,2.22704,False,research,732,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Amathia verticillata,"Banys del Fòrum, Barcelona",mpontes,"mpontes, xasalva",Spain,Barcelona,321584,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-07-19 00:00:00,2024-11-22 17:47:00,bryozoa,244238,species,41.4092,2.22704,False,research,732,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Amathia verticillata,"Banys del Fòrum, Barcelona",mpontes,"mpontes, xasalva",Spain,Barcelona,321576,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-07-19 00:00:00,2024-11-22 17:43:00,bryozoa,244238,species,41.4092,2.22704,False,research,732,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Reptadeonella violacea,Platja Palamos,xasalva,"xasalva, loreto_rodriguez",Spain,Gerona,321180,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 07:32:00,bryozoa,245658,species,41.8471,3.11782,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Adeonidae,Reptadeonella
Electra posidoniae,Platja Palamos,xasalva,"xasalva, loreto_rodriguez",Spain,Gerona,321165,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 07:02:00,bryozoa,245637,species,41.8471,3.11782,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra
Schizoporella errata,Platja Palamos,xasalva,"xasalva, loreto_rodriguez",Spain,Gerona,321141,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 06:06:00,bryozoa,248503,species,41.8471,3.11782,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Myriapora truncata,,jalaball,"jalaball, xasalva",Spain,Baleares,321103,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-06 00:00:00,2024-11-22 11:54:00,bryozoa,34982,species,39.5428,2.36544,False,research,623,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,,jalaball,"jalaball, xasalva",Spain,Baleares,321098,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-06 00:00:00,2024-11-22 11:52:00,bryozoa,34982,species,39.5428,2.36544,False,research,623,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,"Playa de Fenals, 17310, España",xasalva,"xasalva, loreto_rodriguez",Spain,Gerona,321028,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-02 00:00:00,2024-11-22 20:47:00,bryozoa,34982,species,41.6935,2.83712,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Schizoporella errata,"Barcelona, Espanya",andrea,"xasalva, loreto_rodriguez",Spain,Barcelona,320941,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-05 00:00:00,2024-11-22 08:27:00,bryozoa,248503,species,41.2872,2.10741,False,research,9,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,"Barcelona, Espanya",andrea,"xasalva, loreto_rodriguez",Spain,Barcelona,320939,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-05 00:00:00,2024-11-22 08:28:00,bryozoa,248503,species,41.2872,2.10741,False,research,9,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,"Barcelona, Espanya",andrea,"xasalva, loreto_rodriguez",Spain,Barcelona,320931,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-05 00:00:00,2024-11-22 08:30:00,bryozoa,248503,species,41.2872,2.10741,False,research,9,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,"Barcelona, Espanya",andrea,"xasalva, loreto_rodriguez",Spain,Barcelona,320929,2024-08-07 00:00:00,2024-08-07 00:00:00,2024-08-05 00:00:00,2024-11-22 08:32:00,bryozoa,248503,species,41.2872,2.10741,False,research,9,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Amathia verticillata,"Zona de Banys Fòrum, Barcelona, España",eloi_sanz,"eloi_sanz, xasalva, loreto_rodriguez, eloi_sanz",Spain,Barcelona,320384,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 22:56:00,bryozoa,244238,species,41.4098,2.22737,False,research,175,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Amathia verticillata,"Zona de Banys Fòrum, Barcelona, España",eloi_sanz,"eloi_sanz, xasalva",Spain,Barcelona,320363,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 22:56:00,bryozoa,244238,species,41.4098,2.22737,False,research,175,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Watersipora cucullata,"Zona de Banys Fòrum, Barcelona, España",eloi_sanz,"eloi_sanz, xasalva",Spain,Barcelona,320345,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 22:56:00,bryozoa,254491,species,41.4098,2.22737,False,research,175,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora
Watersipora cucullata,"Zona de Banys Fòrum, Barcelona, España",eloi_sanz,"eloi_sanz, xasalva",Spain,Barcelona,320336,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 22:56:00,bryozoa,254491,species,41.4098,2.22737,False,research,175,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora
Watersipora cucullata,"Zona de Banys Fòrum, Barcelona, España",eloi_sanz,"eloi_sanz, xasalva",Spain,Barcelona,320334,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 22:56:00,bryozoa,254491,species,41.4098,2.22737,False,research,175,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora
Watersipora cucullata,"Zona de Banys Fòrum, Barcelona, España",eloi_sanz,"eloi_sanz, xasalva",Spain,Barcelona,320312,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 22:56:00,bryozoa,254491,species,41.4098,2.22737,False,research,175,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora
Amathia verticillata,"Zona de Banys Fòrum, Barcelona, España",eloi_sanz,"xasalva, loreto_rodriguez, eloi_sanz",Spain,Barcelona,320300,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 22:56:00,bryozoa,244238,species,41.4098,2.22737,False,research,175,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Watersipora cucullata,"Zona de Banys Fòrum, Barcelona, España",eloi_sanz,"eloi_sanz, xasalva",Spain,Barcelona,320291,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 22:56:00,bryozoa,254491,species,41.4098,2.22737,False,research,175,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora
Amathia verticillata,"Zona de Banys Fòrum, Barcelona, España",eloi_sanz,"eloi_sanz, xasalva, guillermoalvarez_fecdas, eloi_sanz",Spain,Barcelona,320290,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 22:56:00,bryozoa,244238,species,41.4098,2.22737,False,research,175,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Pentapora fascialis,Posidonia Dive,ealcaniz,"xasalva, guillermoalvarez_fecdas",Spain,Barcelona,320186,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-06 00:00:00,2024-11-22 14:48:00,bryozoa,252951,species,41.5477,2.51626,False,research,219,cc-by-nc-sa,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Pentapora fascialis,Posidonia Dive,ealcaniz,"xasalva, guillermoalvarez_fecdas",Spain,Barcelona,320172,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-06 00:00:00,2024-11-22 14:56:00,bryozoa,252951,species,41.5477,2.51626,False,research,219,cc-by-nc-sa,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Schizoporella errata,Posidonia Dive,ealcaniz,"xasalva, guillermoalvarez_fecdas",Spain,Barcelona,320136,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-06 00:00:00,2024-11-22 15:11:00,bryozoa,248503,species,41.5477,2.51626,False,research,219,cc-by-nc-sa,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,Posidonia Dive,ealcaniz,"xasalva, guillermoalvarez_fecdas",Spain,Barcelona,320126,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-06 00:00:00,2024-11-22 15:18:00,bryozoa,248503,species,41.5477,2.51626,False,research,219,cc-by-nc-sa,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,"Palamós, Girona, España",virginia_canet,"virginia_canet, xasalva, virginia_canet",Spain,Gerona,319981,2024-08-06 00:00:00,2024-08-06 00:00:00,2024-08-04 00:00:00,2024-11-22 09:24:00,bryozoa,248503,species,41.8424,3.11641,False,research,691,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Amathia verticillata,"Aigua-Xelida, España",jastals,"jastals, xasalva, guillermoalvarez_fecdas, loreto_rodriguez",Spain,Gerona,319935,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-01 00:00:00,2024-11-22 20:33:00,bryozoa,244238,species,41.9208,3.21669,False,research,502,cc-by-nc,4,3,1,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Amathia verticillata,Spain,asters,"xasalva, loreto_rodriguez",Spain,Gerona,319849,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-06 00:00:00,2024-11-22 05:50:00,bryozoa,244238,species,42.1079,3.17055,False,research,782,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Schizoporella errata,"Palamós, Girona, España",romu_freediving_photography,"peixderoca24, xasalva",Spain,Gerona,319110,2024-08-05 00:00:00,2024-08-06 00:00:00,2024-08-04 00:00:00,2024-11-22 07:32:00,bryozoa,248503,species,41.8464,3.11934,False,research,27,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,"Palamós, Girona, España",romu_freediving_photography,"xasalva, guillermoalvarez_fecdas",Spain,Gerona,319055,2024-08-05 00:00:00,2024-08-06 00:00:00,2024-08-04 00:00:00,2024-11-22 05:53:00,bryozoa,248503,species,41.8464,3.11934,False,research,27,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,"Palamós, Girona, España",romu_freediving_photography,"xasalva, loreto_rodriguez",Spain,Gerona,318982,2024-08-05 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 07:17:00,bryozoa,248503,species,41.8469,3.12072,False,research,27,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Electra posidoniae,"Palamós, Girona, España",romu_freediving_photography,"xasalva, loreto_rodriguez",Spain,Gerona,318959,2024-08-05 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 06:07:00,bryozoa,245637,species,41.8469,3.12072,False,research,27,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra
Schizoporella errata,"Palamós, Girona, España",romu_freediving_photography,"xasalva, loreto_rodriguez",Spain,Gerona,318956,2024-08-05 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 05:56:00,bryozoa,248503,species,41.8469,3.12072,False,research,27,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizoporella errata,"Palamós, Girona, España",romu_freediving_photography,"xasalva, loreto_rodriguez",Spain,Gerona,318955,2024-08-05 00:00:00,2024-08-07 00:00:00,2024-08-03 00:00:00,2024-11-22 05:58:00,bryozoa,248503,species,41.8469,3.12072,False,research,27,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Bryozoa,"Cala Margarida, 17230, España",romu_freediving_photography,"xasalva, loreto_rodriguez",Spain,Gerona,318918,2024-08-05 00:00:00,2024-08-07 00:00:00,2024-08-02 00:00:00,2024-11-22 14:19:00,bryozoa,55,phylum,41.849,3.14079,False,needs_id,27,cc-by-nc,2,2,0,Animalia,,,,,
Reptadeonella violacea,"08395 Sant Pol de Mar, Barcelona, España",jastals,"jastals, xasalva, jastals",Spain,Barcelona,318613,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-01 00:00:00,2024-11-22 09:01:00,bryozoa,245658,species,41.5981,2.62391,False,research,502,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Adeonidae,Reptadeonella
Reptadeonella violacea,"08395 Sant Pol de Mar, Barcelona, España",jastals,"jastals, xasalva, jastals",Spain,Barcelona,318599,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-01 00:00:00,2024-11-22 08:38:00,bryozoa,245658,species,41.5981,2.62391,False,research,502,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Adeonidae,Reptadeonella
Myriapora truncata,La barreta de l'arbre,rickydiving,"rickydiving, xasalva",Spain,Barcelona,318538,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-07-31 00:00:00,2024-11-22 09:29:00,bryozoa,34982,species,41.5199,2.45648,False,research,1038,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,La barreta de l'arbre,rickydiving,"rickydiving, xasalva",Spain,Barcelona,318528,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-07-31 00:00:00,2024-11-22 09:09:00,bryozoa,34982,species,41.5199,2.45648,False,research,1038,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,"17130 L'Escala, Girona, Espanya",pauperrim,"pauperrim, xasalva",Spain,Gerona,318471,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-11-22 10:24:00,bryozoa,34982,species,42.1115,3.17535,False,research,2493,cc-by,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Reteporella grimaldii,,bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,318273,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-04 00:00:00,2024-11-22 07:23:00,bryozoa,245741,species,40.8764,0.824325,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Reteporella
Pentapora fascialis,,bertinhaco,"bertinhaco, xasalva, yespi",Spain,Tarragona,318268,2024-08-05 00:00:00,2024-08-07 00:00:00,2024-08-04 00:00:00,2024-11-22 07:18:00,bryozoa,252951,species,40.8764,0.824325,False,research,51,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Reteporella grimaldii,,bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,318266,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-04 00:00:00,2024-11-22 07:18:00,bryozoa,245741,species,40.8764,0.824325,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Reteporella
Schizoporella errata,,bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,318238,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-04 00:00:00,2024-11-22 07:09:00,bryozoa,248503,species,40.8764,0.824325,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Bugulina,,bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,318234,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-04 00:00:00,2024-11-22 07:08:00,bryozoa,93686,genus,40.8764,0.824325,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,
Myriapora truncata,"17489 Tamariua, Girona, España",manelor,"manelor, xasalva",Spain,Gerona,318208,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-11-22 06:55:00,bryozoa,34982,species,42.3469,3.21113,False,research,1732,cc-by,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Electra pilosa,"Brixham TQ5, Reino Unido",badosa,"badosa, xasalva, badosa",United Kingdom,Torbay,318186,2024-08-05 00:00:00,2024-08-09 00:00:00,2024-07-23 00:00:00,2024-11-22 13:15:00,bryozoa,263389,species,50.4021,-3.52146,False,research,72,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra
Amathia verticillata,"Llevant, Sant Martí, Barcelona, España",nuriasireni,"nuriasireni, xasalva",Spain,Barcelona,318108,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-11-22 08:12:00,bryozoa,244238,species,41.4026,2.21871,False,research,83,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Schizoporella errata,Spain,mllarch,"xasalva, mllarch",Spain,Tarragona,318083,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-01 00:00:00,2024-11-22 11:48:00,bryozoa,248503,species,40.9653,0.888745,False,research,202,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Myriapora truncata,"roca d'esponges, l'ametlla de mar, tarragona, espanya",yespi,"yespi, xasalva",Spain,Tarragona,318069,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-03 00:00:00,2024-11-22 09:50:00,bryozoa,34982,species,40.8689,0.803994,False,research,55,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,"roca d'esponges, l'ametlla de mar, tarragona, espanya",yespi,"yespi, xasalva",Spain,Tarragona,318063,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-03 00:00:00,2024-11-22 09:50:00,bryozoa,34982,species,40.8689,0.803994,False,research,55,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,"roca d'esponges, l'ametlla de mar, tarragona, espanya",yespi,"yespi, xasalva",Spain,Tarragona,317963,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-03 00:00:00,2024-11-22 09:16:00,bryozoa,34982,species,40.8689,0.803994,False,research,55,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Amathia verticillata,"Zona Fòrum, Barcelona, España",conxi,"xasalva, guillermoalvarez_fecdas",Spain,Barcelona,317737,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-07-13 00:00:00,2024-11-22 09:14:00,bryozoa,244238,species,41.4101,2.22765,False,research,859,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Schizoporella errata,"43860 San Jorge de Alfama, Tarragona, España",bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,317668,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-03 00:00:00,2024-11-22 15:11:00,bryozoa,248503,species,40.9113,0.833374,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizobrachiella sanguinea,"43860 San Jorge de Alfama, Tarragona, España",bertinhaco,"bertinhaco, xasalva, bertinhaco",Spain,Tarragona,317616,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-03 00:00:00,2024-11-22 14:29:00,bryozoa,248476,species,40.9101,0.832275,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizobrachiella
Electra posidoniae,Cap St Jordi + sepieres,elibonfill,"elibonfill, loreto_rodriguez",Spain,Tarragona,317521,2024-08-05 00:00:00,2024-08-05 00:00:00,2024-08-03 00:00:00,2024-11-22 15:14:00,bryozoa,245637,species,40.911,0.832035,False,research,988,C,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra
